Campaign,Scenario #,Battle Name,Date,Location,Countries,Scenario File,Current Description (smScenDesc)
The November Revolution (1918),1,1918 Willhelmshafen,,"After Kiel, the naval base of Wilhelmshaven is now rebelling. Under the leadership of Bernhard Kuhnt, you are now the one representative for the Council of the 21, whom the revolution now badly needs",,n_willhelmsh.xml,"1918 Willhelmshafen

After Kiel, the naval base of Wilhelmshaven is now rebelling. Under the leadership of Bernhard Kuhnt, you are now the one representative for the Council of the 21, whom the revolution now badly needs
Conquer the north, Aurich, Emden and especially the reservists garrison Oldenburg!!!

Historically: 

In Wilhelmshaven-Rüstringen was founded on 6th November 1918, after a mass demonstration of over 20,000 naval and shipyard workers and other civilians a workers and Soldiers Council, with its executive organ, the so-called Council or the 21.
To Chairman of the Council was appointed Bernhard Kuhnt. The ""21er"" Council 
took over the power of the fortified towns,the North Sea Station,the encircling land of Oldenburg in Ostfriesland and all the surrounding islands, without resistance of the military station commands and declared on 10 November 1918 in front of 100,000 enthusiastic demonstrators in Wilhelmshaven,
the Socialist Republic of Oldenburg and the deposition of the Grand Duke of Oldenburg.
Under the impression of demonstrations and pressure from the large majority of Members of Parliament,Grand Duke Friedrich August of Oldenburg declared his abdication on 11 November 1918.
The Free State of Oldenburg was therefore declared in the territory of the Grand Duchy of Oldenburg.
As a provisional government was formed a Land-governing-body, to what, among others, the Rüstringer Member of Parliament Paul Hug and Kuhnt belonged.
Kuhnt became president of the new Free State of Oldenburg.
-------------------------------------

Autor = Matze (M. Kessler)"
The November Revolution (1918),2,1918 The revolt comes upon Frankfurt,,7 November,,n_frankfurt.xml,"1918 The revolt comes upon Frankfurt

7 November

The revolution is fomented. The coastal towns are in our hands. Now freed Frankfurt on Main and  conquer by this the city of Finance, or can Großherzog Ernst Ludwig of Hessen put down the rebellion?

Historical:
According to the Sailors' revolt in Kiel, the revolution spreads to Frankfurt

There they formed Workers' and Soldiers' Councils and called for the abdication of Grand Duke Ernst Ludwig of Hesse. But he refuses ...

Autor = Matze (M. Kessler)"
The November Revolution (1918),3,1918 End of the Monarchy,,"When the Emperor heard of the revolts in Kiel, he orderd the 4th Jäger Regiment to Berlin. The city burns. The insurgents have the working-class neighborhoods under control.",,n_berlin.xml,"1918 End of the Monarchy

When the Emperor heard of the revolts in Kiel, he orderd the 4th Jäger Regiment to Berlin. The city burns. The insurgents have the working-class neighborhoods under control.

Can Police and Jäger put down the rebellion? Or has the Kaiser to quit and leave Berlin?

there is little support announced for both sides ..

Historical :
In reality, everything went bloodless. After the revolt in Kiel, Wilhelmshaven and other towns the USPD planned in Berlin mass demonstrations and a general strike for the 9th November 1918 . This was heard by the competing SPD under leadership of its chairman, Friedrich Ebert.

In order to remain master of the situation, 

To anticipate the USPD, Ebert forced Chancellor Max von Baden to announce the abdication of Wilhelm II. 
The Kaiser was this time at Spa, where the allied armistice terms had been previously negotiated. He then fled to his Dutch exile where he signed the abdication on 28.11.1919.

Autor = Matze (M. Kessler)"
Viet Cong (1964-1975),0,Raid at Binh Gia,,"December, 1964",Vietnam,nvc00.xml,"Raid at Binh Gia

December, 1964

[Your speech to your men] 

Ah brave fighters of the Viet-Cong!  Today will be our first action against our brothers, but do not see them as equals for they are traitors. Yes! Traitors!  They have prostituted their souls to US imperialism!  Now, it's our time to strike and give them a true taste of  Vietnamese fighters. Comrades, under the cover of the night we will take the enemy by surprise."
Viet Cong (1964-1975),1,Escape from Vung Tau,,"December, 1964",,nvc01.xml,"Escape from Vung Tau

December, 1964

Well, comrade commander, you have done very well. Nevertheless, at the first light of day our agents in Saigon have reported that the puny so-called ''ARVN'' will sent a large number of troops to clear the Vung-Tau area of our men.

The central office of the Viet-Cong thinks you must undertake an organized withdrawal to safer positions at the jungle. Your men must not be killed or taken prisoner since they must fight another day against the dirty imperialists. It will be at a more adventageous location of our choice. However, I know the central office would also be happy if you are able to show some resistance to the enemy.  This can be accomplished by holding one objective until the end of this mission. One final thing comrade. Our agents have also reported a heli crash near your positions. At least one company of marines have died in the accident, but we are sure that reinforcements will fly over there to recover the corpses.

So, the choice is save all your fighters or hold a position until the end, the decision is yours.

Victory Conditions:

- Hold one victory hex until the end will be considered as a Brilliant Victory.
- Or retreat at least 5 units to fight another day (the red boardered hex is the retreat point)."
Viet Cong (1964-1975),2,Attack on the Plei Me Camp,,"October, 1965",USA,nvc02.xml,"Attack on the Plei Me Camp

October, 1965

Chao buoi sang comrade. As you know, in the central highlands near to the town of Pleiku, a couple of years ago the Americans constructed a so-called advanced combat base. Your task is to attack and take the camp. To undertake this mission your command will be split into two groups. The northern group must cut the national road and take one of the villages close to the road.  The southern must attack the camp, which it's currently garrisoned by irregular and Montagnard pro-Saigon militia troops.  Obviously it should not be too hard to take. Of course, some kind of retaliation from the Americans dogs is expected, so be careful.

Victory Conditions:

- Hold 2 victory objectives until the end to achieve a Brilliant Victory.
- Hold 1 victory objective until the end to achieve a Tactical Victory."
Viet Cong (1964-1975),3,Ia Drang Valley,,"November, 1965",USA,nvc03.xml,"Ia Drang Valley

November, 1965

Following your recent successes, Headquarters in Hanoi wants to continue the struggle.  You will attack the advanced outposts of the Americans close to the limits of Cambodia. As you know comrade, the puppet capitalist government of Phnom Phem can't prevent us from using their soil to support our operations and that's what we are going to continue to do.

In the jungle our advanced agents have spotted a number of good landing zones made by heli-transported American troops as well as an artillery position to the SE. They probably are trying pay us back for the blow of the Plei Me attack or just cutting our routes to Cambodia. Nevertheless, your mission will be to give the Americans another decisive defeat. Maybe they will learn the price for staying in Vietnam. Reinforcements from our nearby Viet-Cong comrades will arrive though our jungle supplies routes with ammo and men to support your command.  

You must clear the enemy landing zones, at any cost.

Don't forget to watch your back."
Viet Cong (1964-1975),4,Military Region IV Crisis,,"January, 1966",USA,nvc04.xml,"Military Region IV Crisis

January, 1966

The vacations are over, commander. Our spies in Saigon have sent us information about an imminent enemy offensive of considerable size. It will be against our positions near Cu-Chi. Deploy your units quickly and take defensive positions to allow a retreat towards safer positions to the west in War Zone C.  It won't be easy, since we need to save the local VC units. American air strikes have destroyed the connections between our tunnels and War Zone C.  Saving the VC units will allow our troops to return to this area in the future. So, don't lose any VC Local units or the operation will be a failure. We need these comrades to maintain the support of south and its knowledge of the area.

Victory Conditions:

- Retreat 8 units to ''War Zone C''.

- Retreat the local Viet Cong units and avoid them be destroyed."
Viet Cong (1964-1975),5,Asian Clash,,"July, 1967",,nvc05.xml,"Asian Clash

July, 1967

As you know, commander, our positions near Tuy Hoa are right next to the South Korean troops who are supporting the western invaders. Some of our men, are shortage that exists an operation denominated by the Koreans like ''Hong Kil Dong'', that consists of eliminating our defences in the zone.  We must defend the entire area at all costs, thus avoiding the enemy driving us out of here. However, if you need to retreat some units from the battlefield, there are some underground tunnels ready for your men to avoid annihilation... if needed.

Your current situation near the Ho Chi Minh trail will allow you to request units from the PAVN when you have enough prestige to do it. 

Victory Conditions:

- Hold 4 victory objectives until the end to achieve a Brilliant Victory.
- Hold 3 victory objective until the end to achieve a Victory.
- Hold 2 victory objective until the end to achieve a Tactical Victory.

""Some of our spies have reported that exists an operation denominated by the Koreans ''Hong Kil Dong'', that consists of eliminating our defenses in the zone. """
Viet Cong (1964-1975),6,Strike on Kontum,,"November, 1967",,nvc05b.xml,"Strike on Kontum

November, 1967

Comrade commander, we again need your men. As you know, our mid year operations in the province of Kontum have gone well, nevertheless there are still several enemy forward bases that we must destroy. Those bases are too close to our supply routes for Ho the Chi Minh trail and our area 609.  For this reason they must be destroyed. In addition in the province of Kontum an enemy offensive is anticipated and our enemies do not have to count on those outposts.

Victory Conditions:

- Hold 5 victory objectives until the end to achieve a Brilliant Victory.
- Hold 4 victory objective until the end to achieve a Victory.
- Hold 3 victory objective until the end to achieve a Tactical Victory."
Viet Cong (1964-1975),7,Attack on Khe Sanh,,"January, 1968",,nvc06.xml,"Attack on Khe Sanh

January, 1968

Good morning comrade commander. As you know, our campaign of attacking enemy forward bases continues.  Khe Sanh is the provincial capital and the key towards controlling our national Route 9. Your mission is to coordinate the attack against the Yankee base at Khe Sanh. That base is a constant threat against our supply routes through Laos.

After crossing the Ho Chi Minh trail you must deploy your troops to the north of Khe Sanh.  Clear the hills of any enemy troops and then undertake the attack on the enemy base. Reinforcements from the west and the east will arrive to help in the struggle against the enemy positions."
Viet Cong (1964-1975),8,Tet Offensive - Hue and Da Nang,"Hue and Da NangFebruary, 1968Hanoi thinks we can take advantage of the two-day ceasefire announced for the Tet by striking now while the enemy is celebrating the holiday.  They should be in no position to quickly respond.Your command will be split into two groups. One will take Hue, where the enemy 2nd ARVN Division's HQ and the MACV compound are located.  The other one must attack Da Nang wherea yankee marine infantry base is located. Some chinese-made rocket launcher batteries will be put under your command. Select your best troops for the offensive and take advantage of the surprise.I suggest you to be quick, take up good positions before the enemy can react and then counterattack if you can.- Capture and hold 5 victory objectives until the end to achieve a Brilliant Victory.- Capture and hold 4 victory objectives until the end to achieve a Victory.- Capture and hold 2 victory objectives until the end to achieve a Tactical Victory.","February, 1968",,nvc07.xml,"Tet Offensive - Hue and Da Nang

February, 1968

Hanoi thinks we can take advantage of the two-day ceasefire announced for the Tet by striking now while the enemy is celebrating the holiday.  They should be in no position to quickly respond.

Your command will be split into two groups. One will take Hue, where the enemy 2nd ARVN Division's HQ and the MACV compound are located.  The other one must attack Da Nang wherea yankee marine infantry base is located. Some chinese-made rocket launcher batteries will be put under your command. Select your best troops for the offensive and take advantage of the surprise.

I suggest you to be quick, take up good positions before the enemy can react and then counterattack if you can.

- Capture and hold 5 victory objectives until the end to achieve a Brilliant Victory.
- Capture and hold 4 victory objectives until the end to achieve a Victory.
- Capture and hold 2 victory objectives until the end to achieve a Tactical Victory."
Viet Cong (1964-1975),9,Laos Counteroffensive,,"February, 1971",Vietnam,nvc08.xml,"Laos Counteroffensive

February, 1971

Welcome back to the front commander. Once again we need you to re-start the offensive against the enemy. The southern capitalist forces have invaded Laos.  They are trying to cut our supply lines in that country's jungle. By the way Hanoi wants to expunge the south Vietnamese troops from there to preserve our supply lines in Laos.  They also want to show our Laotian allies we can defeat their invaders. Your task is to free the entire Ye Pon river valley from the enemy.

Remember, for the past year we have been receiving a large surplus of weapons from our comrade allies from China and the USSR. You may now re-equip your units with new equipment."
Viet Cong (1964-1975),10,Battle of Kontum,,"May, 1972",,nvc09.xml,"Battle of Kontum

May, 1972

Continuing with our campaign of harassment on our southern capitalist enemies, the next step now is to strike the South Vietnam on their home soil! Since our ... successful ... Tet Offensive the foreign allies of the Saigon government have progressively disappeared from the battlefield. Just a couple of advisors are still present in Vietnam. The main danger from the foreign capitalist powers now comes from the air. Well, but let me explain to you what your next task is going to be. 

You are perfect for this operation since you already know the area around Kontum province. This operation is to attack and capture the provincial capital city of Kontum. The problem involves the enemy ''fire bases''.  They are fortified positions between the Laotian frontier and the outskirts of Kontum city. Take all of these fire bases and then attack Kontum. You will receive support from Regional Viet Cong units. Also, the B3 Front has deployed some AA emplacements near the fire bases, as an ''AA umbrella'' to protect your attack on the enemy fortified positions and yes we expect heavy enemy air attacks.

Chuc may man comrade."
Viet Cong (1964-1975),11,Liberation of Saigon,,"April, 1975",USA,nvc10.xml,"Liberation of Saigon

April, 1975

Commander welcome again to the front. The war with the western imperialists and their South Vietnam puppets is about to end. As you know, our latest offensives against the so-called ARVN have all ended with an overwhelming victory. The northern part of South Vietnam has been cleared of enemies by the People's Army of Vietnam. Hue and Da Nang along other key cities have been also liberated and now it's time for the heart of South Vietnam: Saigon! We need to end this war as soon as possibe since the enemies ''stratofortresses'' are smashing Hanoi killing many woman and children.

As a reward for your past victories Hanoi wants to give you the opportunity to become the liberator of Saigon. The goal of central command is to make a fast advance on Saigon and continue to surprise the world with our lightning victorys over the enemy.  Maybe we can even trap the Americans on the roof of their embassy.

For Hanoi a Tactical Victory will be unacceptable. To help you in your advance some additional divisions have infiltrated into the South."
The Polish-Soviet War: The Red Advance (1919-1920),0,Approach to Wilno,,"April 15th, 1919",Germany vs Poland vs Soviet Union,polsov_01.xml,"Approach to Wilno

April 15th, 1919

Good morning, Colonel. After the Great War, Poland became an independent republic again. But rebuilding of the state was halted by the Soviet attack last winter. Instead of the roads and towns that needed to be built, the army had to be sent in to stop the Bolsheviks. A few weeks ago the Russians crushed Polish positions near Wilno and took the city. Then they occupied other Polish territories. Now it's time to stop the bolsheviks and take Wilno back. 

Victory conditions: Take all VHs.

Intelligence report: We know there are a few weak Red Army units in the vicinity. Some of these units consist of Poles so you either can expect a tough resistance or maybe even desertions. They are our compatriots after all.  Don't expect further reinforcements! And if you delay your attack too much, you may have to fight off more bolsheviks! 
Our western flank is secured by neutral, and the not especially friendly states of Germany and Lithuania. Do not tresspass their borders! 

Good Luck!

Special thanks to Blitzstoper for the concept and for redesigning this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),1,Assault on Wilno,"take all VHs.Intelligence report: There are more enemy regiments in the area. There is not only the Western Division, allegedly Polish, but also a division from Pskow. Wilno is heavilly garrisoned and remnants of the previously beaten enemy can also be found outside of the town. There is the possibility that the Polish citizens of Wilno will stand against the Communists. Do not expect further reinforcements.Good Luck!","April 18th, 1919",Poland vs Soviet Union,polsov_02.xml,"Assault on Wilno

April 18th, 1919

Good morning, Colonel. 
We have just secured the position for the assault. Easter arrives soon so try to liberate the city before the coming holidays. I think the citizens will help you and I hope there will not be  too many casualties. Our young army proved its worth and so did the Red Army. Take Wilno back. 

Victory conditions: Liberate Wilno and secure the roads heading north and east from the town - take all VHs.

Intelligence report: There are more enemy regiments in the area. There is not only the Western Division, allegedly Polish, but also a division from Pskow. Wilno is heavilly garrisoned and remnants of the previously beaten enemy can also be found outside of the town. There is the possibility that the Polish citizens of Wilno will stand against the Communists. Do not expect further reinforcements.

Good Luck!"
The Polish-Soviet War: The Red Advance (1919-1920),2,Liberating Bialorus,,"August 4th, 1919",Poland vs Russia vs Soviet Union,polsov_03.xml,"Liberating Bialorus

August 4th, 1919

Good Morning General!
 As you know, after taking Wilno, Polish authorities issued a Proclamation to the inhabitants of the former Grand Duchy of Lithuania. Poles hoped that liberating Wilno from the hands of the Russians would give them a chance to recreate the historical state.

The next step is to liberate Bialorus and create there another independent state that would serve as an ally separating Poland from Russia.

Our next target will be the city of Minsk Litewski which is the capital of Bialorus. You will lead forces striking south and cutting off the Red Army units. These units should be destroyed by our forces from Wielkopolska and our Bialorussian allies from 1st Dywizja Litewsko-Bialoruska.

Victory conditions: Liberate Minsk, cut off the roads of retreat, and take all VHs.

Intelligence report: The roads here have been devastated by the battles of the Great War and Soviet occupation. You can expect fortifications here so prepare your forces for difficult warfare. Don't expect further reinforcements. White Armies started to attack in the south so the Red Army should not be reinforced in our area. 

Good Luck!

Note: You can buy Central Lithuanian units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),3,Battle of Dyneburg,take all VHs.Intelligence report: The weather is terrible: temperatures of -25 ºC (-13 ºF) and thick snow makes any air-support nearly impossible. The Soviet 15th Army is rather weak but hidden in strong fortifications. Be prepared because they use a lot of mines! If you move your infantry cautiously onto the minefield they will be able to possibly remove the mines!Good luck!Note: You can buy Latian units in this scenario.,"January 3rd, 1920",Poland vs Russia vs Soviet Union,polsov_04.xml,"Battle of Dyneburg

January 3rd, 1920

Good Morning General! The liberation of Bialorus was the last Polish operation against the Reds in 1919. The second half of the year was all quiet. Meanwhile, the new Soviet Russians of Lenin fought against the White Russians of Denikin. But General Denikin not only refused to recognize the Polish state, but he also asked France (former Russian ally and current Polish ally) to stop supporting the Poles as well! Because of this, Polish authorities decided not to support Denikins forces and stopped all aggressive operations against the Red Army. This allowed the Bolsheviks to concentrate all available forces against the Whites and they were able to repel them.

By the end of 1919, General Smigly-Rydz decided to conduct a limited operation in the most distant northeastern front against the Red Army which occupied Dyneburg, the town that the Latvians called Daugavpils. Their goals were to link with the Latvians, secure their young independence, and to break the communication between the Bolsheviks and the Lithunian government in Kowno.  

Victory conditions: Together with our Latvian allies liberate Dyneburg - take all VHs.

Intelligence report: The weather is terrible: temperatures of -25 ºC (-13 ºF) and thick snow makes any air-support nearly impossible. The Soviet 15th Army is rather weak but hidden in strong fortifications. Be prepared because they use a lot of mines! If you move your infantry cautiously onto the minefield they will be able to possibly remove the mines!

Good luck!

Note: You can buy Latian units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),4,Operation Kijów,,"April 25th, 1920",Soviet Union,polsov_05.xml,"Operation Kijów

April 25th, 1920

Well, it's time to assault Kijów and hopefully inflict a decisive blow against the Red Russians. You must break the enemy line near Zytomierz and advance as fast as you can towards the east. If we can occupy Kijów within a week, the Reds might be too shocked to recover. And the Ukainians would be likely to join the forces of the Ukrainian People's Republic commanded by our ally Symon Petliura.
 
Victory conditions: Take all VHs.

Intelligence report: In the north and south, your forces will be flanked by our cavalry units. Our 4th and 13th infantry divisions are also on their way to reinforce your flanks but it will still take some time for them to join the battle.

Be vigilant for the Russian air force! While not particularly strong, they could weaken your units if you don't support them properly.

Good luck!

Recommended core: You should have a fighter unit. It can be useful in future scenarios, after it gets some experience.

Note: You can buy Ukrainian units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),5,Race to Kijów,,"May 5th, 1920",Russia vs Soviet Union,polsov_06.xml,"Race to Kijów

May 5th, 1920

The good news is that Symon Petliura will be able to establish a Ukrainian government in Kijów. The bad news is that our ambush didn't work and the Red Army is fleeing. It seems that they decided not to defend Kijów and instead retreated to the eastern bank of the Dniepr river.   

If we can occupy Kijów fast enough, we can prevent the Russians from stealing many Ukrainian goods, food and documents. The Ukrainian Army will attack south of you. If you secure the bridgeheads before they arrive, we will have a better hand in further political talks. 
But don't expect any cooperation. In the summer of 1919, they invited Denikin's troops to the town and the White Russians betrayed their trust and made a bloodbath there. Now they don't trust foreigners at all.

Victory conditions: Take the VH at (22,12). Be quicker than the Ukrainians. You must achieve your objectives before them.

Intelligence report: The Bolsheviks are fleeing. A few units will try to slow you down. You can also expect some blockroads but HQ is sure that there will be no counterattacks. The 6th Ukrainian Division will attack south of you but don't expect any cooperation from them.

Good luck!

Recommended core: Use only cavalry or motorised units.

Note: You can only deploy 4 units in this scenario.

Special thanks to Blitzstoper for the concept and for redesigning this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),6,Surviving the red tide,,"June 4th, 1920",Soviet Union,polsov_07.xml,"Surviving the red tide

June 4th, 1920

The Russian counterattack is a nightmare that has come true. They are trying to surround and crush our 3rd Army and we won't be able to resist their pressure until reinforcements arrive. We'll have to evacuate Kijów but we need some time to organize our troops and retreat in an orderly fashion towards our rear defence lines. You must resist the enemy attacks for as long as you can so that the rest of our troops have the time they need to retreat safely. 

Victory conditions: After 18 turns you must hold 7 VHs for a BV, 5 VHs for a V, or 3 VHs for a TV.

Intelligence report: Most of the Soviet units are believed to be gathering near the Rastavitsa River and the forests by the eastern shore of the Teterev. You should build solid lines of defence as fast as possible using the terrain features wisely. Your engineer troops can be very useful in delaying the Russian advance.

Good luck!

Note: You can buy Ukrainian units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),7,Battle of Warszawa: Poland's last chance,,"August 13th, 1920",Poland vs Soviet Union,polsov_08.xml,"Battle of Warszawa: Poland's last chance

August 13th, 1920

The Soviet offensive has been too strong. Again and again we have been forced to retreat and now the Russian Red Army is ready for its final assault on Warszawa. As the Russian troops cross the Wkra River and advance towards Modlin Fortress, our defeat seems inminent. In a few days Poland could cease to exist as an independent state.

The Russians want to break our defences north of Warszawa so they would be able to strike from behind the city. Our last hope is the counterattack that commander Józef Pilsudski is preparing from the south. But in the meantime you and your troops, as well all the rest of the Polish 5th Army under General Wladyslaw Sikorski, will have to defend the northern area near the Modlin Fortress from an enemy that has superior numbers. 

Victory conditions: Take all VHs.

Intelligence report: On turn 3 you will receive reinforcements coming from the west.

Good luck!"
The Polish-Soviet War: The Red Advance (1919-1920),8,"Komarów, the last cavalry battle",,"August 31st, 1920",Cavalry vs Soviet Union,polsov_09.xml,"Komarów, the last cavalry battle

August 31st, 1920

Our pursuit of the retreating Bolshevik army has been quite successful so far. Now we have an opportunity to encircle and destroy the Russian's 1st cavalry Army, one of the best units in the Red Army.

The Cavalry Army, led by Semyon Budionny, is now near the town of Zamosc. But since it's heavily defended by our infantry units, he has decided to move to Komarów, some 12 miles to the east. If we attack there with our cavalry units, we could trap the Soviets between Zamosc and Niewirków. We count on you for this mission, General.

Victory conditions: Take all VHs.

Intelligence report: On turn 7 you will receive reinforcements coming from the west. But beware of Russian reinforcements.

Good luck!

Recommended core: For the sake of historical accuracy, you should only deploy cavalry and mounted artillery units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),9,Riding across the Niemen River,,"September 20th, 1920",Soviet Union,polsov_10.xml,"Riding across the Niemen River

September 20th, 1920

After nearly a month of withdrawal, the Red Army is trying to build a solid defensive line by the river Niemen, near the town of Grodno. We must break that line quickly so that we can continue our offensive before the Russian defenses are completed. Besides, the League of Nations is increasing the pressure to force a cease fire so we have only a few weeks to continue our offensive before they impose an armistice on us.

Regarding this, the High Command has made a very delicate decision. While the bulk of our army attacks Grodno and Wolkowysk, some of your best troops will advance through Sejny and Druskieniki in order to take Lida as soon as possible and thus cutting the Russian lines of retreat. You will have to cross lands that have been occupied by Lithuania, which at least in theory is a neutral country. We know that will cause a diplomatic scandal, but we are determined to take the risk since that action will allow us to advance more rapidly. Apart from that Lithuania is, in fact, a reluctant Russian ally and it claims territories that we consider to be part of Poland. 

Victory conditions: Take all VHs.

Good luck!

Note: You can buy Central Lithuanian units in this scenario."
The Polish-Soviet War: The Red Advance (1919-1920),10,Back to Minsk,,"October 9th, 1920",Russia vs Soviet Union,polsov_11.xml,"Back to Minsk

October 9th, 1920

As a consequence of the peace talks that are taking place in Riga, it seems that a ceasefire is imminent. In a few days Poland and Soviet Russia will sign an armistice and the military operations will end. 

I know that your troops are exhausted, but you must make the most of the time that we have left. Continue your march to the east, towards the city of Minsk. Your objective isn't the city itself, but the roads, the railway lines, and the strategic towns surrounding Minsk. That will help us to get more concessions from the Reds at the negotiation table.

Victory conditions: Take all VHs.

Intelligence report: After their defeat at the Niemen River, the Russians have few units left. Most of them are regrouping in the main towns, where they hope to offer a fierce resistance until the ceasefire comes.
Gen. Bulak-Balachowicz's unit of White Russians sided with Poland some months ago. They are resupplying near your HQ so you could use some of their troops if you need their help.

Good luck!

Note: You can buy White Russian units in this scenario."
Soviet Black Sea Fleet (1941-1944),0,00. FALCIU 1 (22 June 1941),,"Dear Comrade. Today fascist forces from Germany have attacked our borders, from the Baltic to the Ukraine. To make things worse, Rumania has declared war upon us. The situation looks grim but we are prepared. Our Red Army is the biggest army in the world and we have more tanks and aircraft than any other country. Victory will be ours.",Germany vs Soviet Union,rcampfa1.xml,"00. FALCIU 1 (22 June 1941)

Dear Comrade. Today fascist forces from Germany have attacked our borders, from the Baltic to the Ukraine. To make things worse, Rumania has declared war upon us. The situation looks grim but we are prepared. Our Red Army is the biggest army in the world and we have more tanks and aircraft than any other country. Victory will be ours.

Your unit is part of the 150th Rifle Division located in Bessarabia, former part of Rumania. It is likely that the Rumanians will start an offensive here soon. To prevent this and conquer suitable defensive positions to start our own offensive from, you must cross the Prut River at Falciu, capture the bridge and form a bridgehead. Reinforcements will be brought in whenever possible. Beware of the Rumanians who will fight feriously because it is their own soil they will be fighting on. You must succeed. Good luck, Comrade!

NOTE: You do not start with core units. You have to buy them."
Soviet Black Sea Fleet (1941-1944),1,01. FALCIU 2 (7 July 1941),,"The war is not going as we had hoped for. North of the Pripjat Marshes the front has collapsed. However south of it, we have our front intact but are slowly being pushed back.",,rcampfa2.xml,"01. FALCIU 2 (7 July 1941)

The war is not going as we had hoped for. North of the Pripjat Marshes the front has collapsed. However south of it, we have our front intact but are slowly being pushed back. 

For weeks the Rumanians have preparing their offensive. They will first elimenate our bridgehead over the Prut River at Falciu. Comrade, you have orders not to step back and hold your lines at all costs! If possible we will arrange reinforcements. However the burden of the Rumanian counterattack will fall upon your troops. Good luck, Comrade!"
Soviet Black Sea Fleet (1941-1944),2,02. KISHENEV (14 July 1941),,"Comrade! The Germans have broken through our lines and are advancing with high speed. However, to their south, the Rumanians have still not managed a breakthrough thanks to your men. However if you do not retreat immediately you will be cut off and this would be a disaster!",Germany,rcampki1.xml,"02. KISHENEV (14 July 1941)

Comrade! The Germans have broken through our lines and are advancing with high speed. However, to their south, the Rumanians have still not managed a breakthrough thanks to your men. However if you do not retreat immediately you will be cut off and this would be a disaster! 

You have orders to pull back to Odessa at once. First make it to Kishenev which contains the only road leading out of Bessarabia still in our hands. Be quick because the Rumanian and German fascists are on our heals! Good luck, comrade!"
Soviet Black Sea Fleet (1941-1944),3,03. ODESSA 1941 (13 August 1941),,"Comrade, the situation is getting worse and worse. The Fascists are near Leningrad  and Smolensk in the north and Kiev in the south. Here, near the Black Sea coast, the Rumanian fascists with help of their German allies have advanced to the port of  Odessa which is an important base for our Black Sea Fleet. However we are encircled and cut off from land supplylines because the Germans are driving further and leaving the Rumanians to behind to capture Odessa. We will hold it as long as possible. Any supplies and reinforcements will be brought be sea from the Crimea.",Fascist forces vs Germany,rcampode.xml,"03. ODESSA 1941 (13 August 1941)

Comrade, the situation is getting worse and worse. The Fascists are near Leningrad  and Smolensk in the north and Kiev in the south. Here, near the Black Sea coast, the Rumanian fascists with help of their German allies have advanced to the port of  Odessa which is an important base for our Black Sea Fleet. However we are encircled and cut off from land supplylines because the Germans are driving further and leaving the Rumanians to behind to capture Odessa. We will hold it as long as possible. Any supplies and reinforcements will be brought be sea from the Crimea. 

NOTE: You can only lose this scenario. Goal is to play the full 20 turns and keeping your core alive. Then the scenario will end and you will continue to the next scenario!

HINT: There is nothing to win, so do not hesitate to retreat to better defensive positions. Be sure to cover your forces with artillery and keep the artillery resupplied. They are vital for the survival of your units."
Soviet Black Sea Fleet (1941-1944),4,04. PEREKOP (25 September 19411),,"Comrade, although Odessa is still in our hands, the enemy rushes further east. At Kiev we have suffered enormous defeats with the losses of hundreds of thousands of soldiers. But we will continue to resist the invaders nonetheless!",Germany,rcampper.xml,"04. PEREKOP (25 September 19411)

Comrade, although Odessa is still in our hands, the enemy rushes further east. At Kiev we have suffered enormous defeats with the losses of hundreds of thousands of soldiers. But we will continue to resist the invaders nonetheless!

The German fascists now turned their eyes on the Crimean peninsula with the mighty fortress of Sevastopol on it. The Crimea is only connected to the mainland, the Ukraine, with the Perekop peninsula. 24 Hours ago the enemy has surprisingly attacked and almost gained full control of the Perekop peninsula. We must retake Perekop before the fascists are able to pour their reserves into battle and break through. Good luck, comrade."
Soviet Black Sea Fleet (1941-1944),5,05. ROSTOV 1941 (25 November 1941),,"Our situation has reached a new depth. In the north the fascists have reached Leningrad and they are advancing on Moskva on the central front. In the south the fascists have captured Odessa, broken through into the Crimea, and days ago Rostov. Rostov is the gate to the Caucasus and its oilfields. We cannot allow the enemy to hold this position. An immediate counterattack has been ordered!",Germany,rcampro1.xml,"05. ROSTOV 1941 (25 November 1941)

Our situation has reached a new depth. In the north the fascists have reached Leningrad and they are advancing on Moskva on the central front. In the south the fascists have captured Odessa, broken through into the Crimea, and days ago Rostov. Rostov is the gate to the Caucasus and its oilfields. We cannot allow the enemy to hold this position. An immediate counterattack has been ordered!

The Germans have taken Rostov with a number of motorized and armoured formations with lightening speed. However in the urban area of Rostov they have a huge disadvantage. Even more, the fascists advance has created a salient into our lines and this offers the possibility of encircling the fascists at Rostov. The winter has arrived and the plains are covered with snow. This is the time to attack again and drive them back west! Good luck, comrade."
