Campaign,Scenario #,Battle,Outcome,Prestige Reward,Branches To,Next Scenario ID,Outcome Text
Zhukov: Red God of War (1939-1945),5,"Comrade Zhukov, I am sure that Stalin has already briefed you on the importance of this operation to our starving people trapped in Leningrad. They are depending for their lives on your leadership of the Leningrad and Volkov fronts!",TACTICAL,700,"Comrade Zhukov, your prediction made back in April has come to pass! The Germans have launched a massive attack towards Kursk. But as you have also foreseen, the German onslaught has more or less stalled in front of our defensive preparations. As per your orders, General Popov's Bryansk front, and General Sokolovsky's Western front,  have a few days ago initiated their attacks in the direction of Orel. As STAVKA  advisor to General Rokossovsky's Central front, Stalin has given the OK for you to now order the Central front to stage a counter-attack in the general direction of the Orel sector, thus unfolding a powerful three-front offensive on the Orel region...",6,"Well done comrade Zhukov.  Although the Germans still hold the Sinyavino heights, under your leadership and guidance, the fronts have met, and thus a land corridor has been opened into Leningrad! The city is still partially under siege, but emergency supply trucks are entering Leningrad as we speak, carrying much needed food and supplies. Once this second "" Road of Life"" is finished being constructed within the liberated corridor, Leningrad should be able to be supplied with all necessities until the Siege can be completely lifted. Congratulations, you have been promoted to Marshal of the Soviet Union!"
Zhukov: Red God of War (1939-1945),5,"Comrade Zhukov, I am sure that Stalin has already briefed you on the importance of this operation to our starving people trapped in Leningrad. They are depending for their lives on your leadership of the Leningrad and Volkov fronts!",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Generall, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),6,"Comrade Zhukov, your prediction made back in April has come to pass! The Germans have launched a massive attack towards Kursk. But as you have also foreseen, the German onslaught has more or less stalled in front of our defensive preparations. As per your orders, General Popov's Bryansk front, and General Sokolovsky's Western front,  have a few days ago initiated their attacks in the direction of Orel. As STAVKA  advisor to General Rokossovsky's Central front, Stalin has given the OK for you to now order the Central front to stage a counter-attack in the general direction of the Orel sector, thus unfolding a powerful three-front offensive on the Orel region...",BRILIANT,800,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",7,"Excellent work comrade! Your's and Rokossovsky's joint handling of the situation has sent the Germans reeling back under the weight of the Central front's advance, forcing  the German command to acknowledge the failure of Operation Citadel. As a result, the Germans have decided to pull von Manstein's forces back to their starting line in order to save it's troops from complete defeat..."
Zhukov: Red God of War (1939-1945),6,"Comrade Zhukov, your prediction made back in April has come to pass! The Germans have launched a massive attack towards Kursk. But as you have also foreseen, the German onslaught has more or less stalled in front of our defensive preparations. As per your orders, General Popov's Bryansk front, and General Sokolovsky's Western front,  have a few days ago initiated their attacks in the direction of Orel. As STAVKA  advisor to General Rokossovsky's Central front, Stalin has given the OK for you to now order the Central front to stage a counter-attack in the general direction of the Orel sector, thus unfolding a powerful three-front offensive on the Orel region...",VICTORY,800,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",7,"Good work comrade. Your's and Rokossovsky's joint handling of the situation has sent the Germans reeling back under the weight of the Central front's advance, forcing  the German command to acknowledge the failure of Operation Citadel. As a result, the Germans have decided to pull von Manstein's forces back to their starting line in order to save it's troops from complete defeat..."
Zhukov: Red God of War (1939-1945),6,"Comrade Zhukov, your prediction made back in April has come to pass! The Germans have launched a massive attack towards Kursk. But as you have also foreseen, the German onslaught has more or less stalled in front of our defensive preparations. As per your orders, General Popov's Bryansk front, and General Sokolovsky's Western front,  have a few days ago initiated their attacks in the direction of Orel. As STAVKA  advisor to General Rokossovsky's Central front, Stalin has given the OK for you to now order the Central front to stage a counter-attack in the general direction of the Orel sector, thus unfolding a powerful three-front offensive on the Orel region...",TACTICAL,800,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",7,"Despite fierce resistance, Your's and Rokossovsky's joint handling of the situation has sent the Germans reeling back under the weight of the Central front's advance, forcing  the German command to acknowledge the failure of Operation Citadel. As a result, the Germans have decided to pull von Manstein's forces back to their starting line in order to save it's troops from complete defeat..."
Zhukov: Red God of War (1939-1945),6,"Comrade Zhukov, your prediction made back in April has come to pass! The Germans have launched a massive attack towards Kursk. But as you have also foreseen, the German onslaught has more or less stalled in front of our defensive preparations. As per your orders, General Popov's Bryansk front, and General Sokolovsky's Western front,  have a few days ago initiated their attacks in the direction of Orel. As STAVKA  advisor to General Rokossovsky's Central front, Stalin has given the OK for you to now order the Central front to stage a counter-attack in the general direction of the Orel sector, thus unfolding a powerful three-front offensive on the Orel region...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),7,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",BRILIANT,400,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",8,"Excellent work comrade Zhukov!, but unfortunately, even though we managed to encircle the 1st Panzer Armee and capture Kamenets-Podolsk, the Germans have counter-attacked, cutting off our forces, thus their breakout attempt continues. You have been re-assigned as STAVKA coordinator to both General Rokossovsky's 1st Belorussian Front, and General Zakharov's 2nd Belorussian Front..."
Zhukov: Red God of War (1939-1945),7,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",VICTORY,400,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",8,"Good work comrade Zhukov. But unfortunately, even though we managed to encircle the 1st Panzer Armee and capture Kamenets-Podolsk, the Germans have counter-attacked, cutting off our forces, thus their breakout attempt continues. You have been re-assigned as STAVKA coordinator to both General Rokossovsky's 1st Belorussian Front, and General Zakharov's 2nd Belorussian Front..."
Zhukov: Red God of War (1939-1945),7,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",TACTICAL,400,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",8,"Despite fierce resistance, we have managed to encircle the 1st Panzer Armee and capture Kamenets-Podolsk. But unfortunately, the Germans have counter-attacked, cutting off our forces, thus their breakout attempt continues. You have been re-assigned as STAVKA coordinator to both General Rokossovsky's 1st Belorussian Front, and General Zakharov's 2nd Belorussian Front..."
Zhukov: Red God of War (1939-1945),7,"Comrade Marshal, the joint attack by your 1st Ukrainian Front and Marshal Konev's 2nd Ukrainian Front has been approved by Stalin! The 2nd Ukrainian Front will move against Uman tommorrow, and then with any luck, we will end up encircling  the 1st Panzer Armee in the Kamenets-Podolsk region...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),8,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",BRILIANT,0,CAMPAIGN END / DEFEAT,255,nyet
Zhukov: Red God of War (1939-1945),8,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",VICTORY,0,"Comrade Marshal, latest intelligence and recon reports show that the Germans have made extensive defensive preparations around Bobruisk, and have declared it a fortified area, nonetheless, we will proceed as planned. As you already know, the goal of this operation is twofold: breakthrough the defensive positions and take Bobruisk, and exploit any gaps that are opened, with the objective of forcing open a southern route towards Minsk...",9,"Very well then, the 1st Belorussian front it is! Your order's for the 2nd Belorussian front will now be forwarded to General Zakharov. We will try to keep you informed of their progress..."
Zhukov: Red God of War (1939-1945),8,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",TACTICAL,0,"STAVKA agrees with you Comrade Marshal; the drive to capture Mogilev will be critical to the overall success of the Bagration operation. The German forces holding the Mogilev sector have a high proportion of very good units which cannot be allowed to reinforce either of the sectors to the north or south. Your's and general Zakarov's primary objectives are: capture Mogilev, thus taking control of the network of roads running from Mogilev to Minsk, and also to pin down the bulk of the German 4th Armee while the parallel offensives are taking place around Vitebsk and Bobruisk...",12,"Very well then, the 2nd Belorussian it is! Your orders for the 1st Belorussian front will now be forwarded to General  Rokossovsky. We will try to keep you informed of their progress..."
Zhukov: Red God of War (1939-1945),8,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",LOSE,0,"Good Morning Comrade Marshal. Since you are now Stavka coordinator for both the 1st and 2nd Belorussian fronts, and we know how you like to be close to the front lines with your troops, Stalin has given you the option to decide at which front you would like to be...",8,really?
Zhukov: Red God of War (1939-1945),9,"Comrade Marshal, latest intelligence and recon reports show that the Germans have made extensive defensive preparations around Bobruisk, and have declared it a fortified area, nonetheless, we will proceed as planned. As you already know, the goal of this operation is twofold: breakthrough the defensive positions and take Bobruisk, and exploit any gaps that are opened, with the objective of forcing open a southern route towards Minsk...",BRILIANT,450,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",10,"Excellent work comrade Marshal! Bobruisk is ours again, and a southern route into Minsk has been opened. But not only that! 5 divisions of 9th Armee's XXXV Korps have been trapped, along with elements of the XXXXI Panzer Korps that were not able to break out..."
Zhukov: Red God of War (1939-1945),9,"Comrade Marshal, latest intelligence and recon reports show that the Germans have made extensive defensive preparations around Bobruisk, and have declared it a fortified area, nonetheless, we will proceed as planned. As you already know, the goal of this operation is twofold: breakthrough the defensive positions and take Bobruisk, and exploit any gaps that are opened, with the objective of forcing open a southern route towards Minsk...",VICTORY,450,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",10,"Good work comrade Marshal! Bobruisk is ours again, and a southern route into Minsk has been opened. But not only that! 5 divisions of 9th Armee's XXXV Korps have been trapped, along with elements of the XXXXI Panzer Korps that were not able to break out..."
Zhukov: Red God of War (1939-1945),9,"Comrade Marshal, latest intelligence and recon reports show that the Germans have made extensive defensive preparations around Bobruisk, and have declared it a fortified area, nonetheless, we will proceed as planned. As you already know, the goal of this operation is twofold: breakthrough the defensive positions and take Bobruisk, and exploit any gaps that are opened, with the objective of forcing open a southern route towards Minsk...",TACTICAL,450,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",10,"Despite fierce resistance, Bobruisk is ours again, and a southern route into Minsk has been opened. But not only that! 5 divisions of 9th Armee's XXXV Korps have been trapped, along with elements of the XXXXI Panzer Korps that were not able to break out..."
Zhukov: Red God of War (1939-1945),9,"Comrade Marshal, latest intelligence and recon reports show that the Germans have made extensive defensive preparations around Bobruisk, and have declared it a fortified area, nonetheless, we will proceed as planned. As you already know, the goal of this operation is twofold: breakthrough the defensive positions and take Bobruisk, and exploit any gaps that are opened, with the objective of forcing open a southern route towards Minsk...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),10,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",BRILIANT,600,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",11,"Excellent work comrade Marshal! Brest-Litovsk is ours again. Stalin is also pleased that You and Rokossovsky were able to exploit the success, and as a result, continue the drive west towards the Vistula river..."
Zhukov: Red God of War (1939-1945),10,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",VICTORY,600,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",11,"Good work comrade Marshal! Brest-Litovsk is ours again. Stalin is also pleased that You and Rokossovsky were able to exploit the success, and as a result, continue the drive west towards the Vistula river..."
Zhukov: Red God of War (1939-1945),10,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",TACTICAL,600,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",11,"Despite fierce resistance, Brest-Litovsk is ours again. Stalin is also pleased that You and Rokossovsky were able to exploit the success, and as a result, continue the drive west towards the Vistula river..."
Zhukov: Red God of War (1939-1945),10,"Comrade Marshal, due to the staggering success of the Belorussian operations thus far, Stalin has decided to implement the plan for the expansion of the offensive to the Northern and Southern flanks. You will now ""suggest"" to Rokossovsky that he deploy the left wing of the 1st Belorussian front to the south of the Pripet  Marshes. From there, see to it that  Brest-Litovsk is taken...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),11,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",BRILIANT,600,"Comrade Marshal, seeing as the German counter attack has been blunted here in the Arnswalde sector with the result that the Germans are slowly falling back to their staging areas, Stalin suggests that you take the initiative and drive as far west as you can! This will assist Rossokovsky and the 2nd Belorussian front in clearing the enemy from all of Eastern Pomerania between Danzig and Stettin...",15,"Excellent work comrade Marshal! The Germans have been forced back over to the west bank of the Vistula, but unfortunately, they managed to destroy the bridgehead, thus making it much harder now to relieve the uprising...

November 16 1944

Comrade Marshal, STAVKA has directed that you now be informed of your assignment to direct command of the 1st Belorussian front, while Marshal Rossokovsky has been appointed commander of 2nd Belorussian front, effective immediately..."
Zhukov: Red God of War (1939-1945),11,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",VICTORY,600,"Comrade Marshal, seeing as the German counter attack has been blunted here in the Arnswalde sector with the result that the Germans are slowly falling back to their staging areas, Stalin suggests that you take the initiative and drive as far west as you can! This will assist Rossokovsky and the 2nd Belorussian front in clearing the enemy from all of Eastern Pomerania between Danzig and Stettin...",15,"Good work comrade Marshal! The Germans have been forced back over to the west bank of the Vistula, but unfortunately, they managed to destroy the bridgehead, thus making it much harder now to relieve the uprising...

November 16 1944

Comrade Marshal, STAVKA has directed that you now be informed of your assignment to direct command of the 1st Belorussian front, while Marshal Rossokovsky has been appointed commander of 2nd Belorussian front, effective immediately..."
Zhukov: Red God of War (1939-1945),11,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",TACTICAL,600,"Comrade Marshal, seeing as the German counter attack has been blunted here in the Arnswalde sector with the result that the Germans are slowly falling back to their staging areas, Stalin suggests that you take the initiative and drive as far west as you can! This will assist Rossokovsky and the 2nd Belorussian front in clearing the enemy from all of Eastern Pomerania between Danzig and Stettin...",15,"Despite fierce resistance, the Germans have been forced back over to the west bank of the Vistula, but unfortunately, they managed to destroy the bridgehead, thus making it much harder now to relieve the uprising...

November 16 1944

Comrade Marshal, STAVKA has directed that you now be informed of your assignment to direct command of the 1st Belorussian front, while Marshal Rossokovsky has been appointed commander of 2nd Belorussian front, effective immediately..."
Zhukov: Red God of War (1939-1945),11,"Comrade Marshal, as you know, two bridgeheads over the Vistula have already been secured in preparation for the drive into Warsaw, and now that You and  Rokossovsky are finished preparing, Stalin has given the go ahead for the last remaining key German bridgehead on the east bank to be taken, thus eliminating a dangerous bulge in the Vistula Front, which Stalin would like to have straightened out before starting any large scale operations. But, just between You and Me comrade, I think Stalin also sees this operation as an opportunity to appear to the world as finally addressing the situation in Warsaw...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),12,"STAVKA agrees with you Comrade Marshal; the drive to capture Mogilev will be critical to the overall success of the Bagration operation. The German forces holding the Mogilev sector have a high proportion of very good units which cannot be allowed to reinforce either of the sectors to the north or south. Your's and general Zakarov's primary objectives are: capture Mogilev, thus taking control of the network of roads running from Mogilev to Minsk, and also to pin down the bulk of the German 4th Armee while the parallel offensives are taking place around Vitebsk and Bobruisk...",BRILIANT,450,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",13,"Excellent work comrade Marshal!, Mogilev is ours again and 4th Armee has been pushed back to Minsk preventing them from disengaging in time to reinforce Vitebsk and Bobruisk, resulting in roughly 30,000 German troops being surrounded at Vitebsk, and the encirclement of 5 divisions in the Bobruisk sector!"
Zhukov: Red God of War (1939-1945),12,"STAVKA agrees with you Comrade Marshal; the drive to capture Mogilev will be critical to the overall success of the Bagration operation. The German forces holding the Mogilev sector have a high proportion of very good units which cannot be allowed to reinforce either of the sectors to the north or south. Your's and general Zakarov's primary objectives are: capture Mogilev, thus taking control of the network of roads running from Mogilev to Minsk, and also to pin down the bulk of the German 4th Armee while the parallel offensives are taking place around Vitebsk and Bobruisk...",VICTORY,450,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",13,"Good work comrade Marshal, Mogilev is ours again and 4th Armee has been pushed back to Minsk preventing them from disengaging in time to reinforce Vitebsk and Bobruisk, resulting in roughly 30,000 German troops being surrounded at Vitebsk, and the encirclement of 5 divisions in the Bobruisk sector!"
Zhukov: Red God of War (1939-1945),12,"STAVKA agrees with you Comrade Marshal; the drive to capture Mogilev will be critical to the overall success of the Bagration operation. The German forces holding the Mogilev sector have a high proportion of very good units which cannot be allowed to reinforce either of the sectors to the north or south. Your's and general Zakarov's primary objectives are: capture Mogilev, thus taking control of the network of roads running from Mogilev to Minsk, and also to pin down the bulk of the German 4th Armee while the parallel offensives are taking place around Vitebsk and Bobruisk...",TACTICAL,450,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",13,"Despite fierce resistance, Mogilev is ours again and 4th Armee has been pushed back to Minsk preventing them from disengaging in time to reinforce Vitebsk and Bobruisk, resulting in roughly 30,000 German troops being surrounded at Vitebsk, and the encirclement of 5 divisions in the Bobruisk sector!"
Zhukov: Red God of War (1939-1945),12,"STAVKA agrees with you Comrade Marshal; the drive to capture Mogilev will be critical to the overall success of the Bagration operation. The German forces holding the Mogilev sector have a high proportion of very good units which cannot be allowed to reinforce either of the sectors to the north or south. Your's and general Zakarov's primary objectives are: capture Mogilev, thus taking control of the network of roads running from Mogilev to Minsk, and also to pin down the bulk of the German 4th Armee while the parallel offensives are taking place around Vitebsk and Bobruisk...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),13,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",BRILIANT,600,August 6 1944,14,"Excellent work comrade Marshal!, You and Zakharov have acheived in 5 days what STAVKA had allotted 8-11 days to complete! Stalin sends his regards!"
Zhukov: Red God of War (1939-1945),13,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",VICTORY,600,August 6 1944,14,"Good work comrade Marshal, You and Zakharov have acheived in 5 days what STAVKA had allotted 8-11 days to complete! Stalin sends his regards!"
Zhukov: Red God of War (1939-1945),13,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",TACTICAL,600,August 6 1944,14,"Despite fierce resistance, You and Zakharov have acheived in 5 days what STAVKA had allotted 8-11 days to complete! Well done!"
Zhukov: Red God of War (1939-1945),13,"Comrade Marshal, now that the trapped German 4th Armee has, for the most part, been reduced in the pocket east of Minsk, STAVKA has issued  new objectives for You and general Zakharov; secure the Novogrudok area, capture the key points of enemy resistance, especially Grodno and Volkovysk, and advance in the direction of Bialystok. To aid you in this task, STAVKA has subordinated the 3rd army from the 1st Belorussian front to be under your command, and has ordered elements of the 3rd Belorussian front to provide support for the duration of this operation...",LOSE,0,CAMPAIGN END / DEFEAT,255,"Comrade Marshal, I have heard rumours that comrade Stalin is relieving you of your command. Don't worry, I think he appreciates all that you have done, but maybe he feels that you need a rest. Perhaps he has lined up a nice easy desk job for you at headquarters in Moscow?"
Zhukov: Red God of War (1939-1945),14,August 6 1944,BRILIANT,600,"Comrade Marshal, seeing as the German counter attack has been blunted here in the Arnswalde sector with the result that the Germans are slowly falling back to their staging areas, Stalin suggests that you take the initiative and drive as far west as you can! This will assist Rossokovsky and the 2nd Belorussian front in clearing the enemy from all of Eastern Pomerania between Danzig and Stettin...",15,"Excellent work comrade Marshal! Although the German defence line on the Narew River remains intact in the Lomza area, Stalin has noted the capture of the fortress of Osowiec and sends congratulations to the units and commanders involved!

November 16 1944

Comrade Marshal, STAVKA has directed that you be informed that you have now been assigned to direct command of the 1st Belorussian front, while Marshal Rossokovsky has been appointed commander of 2nd Belorussian front, effective immediately..."
